"PMID","Year","Title","Source","Author","Name"
28554332,"2017","Genomic diagnosis for children with intellectual disability and/or developmental delay.","Genome Med","Bowling KM, Thompson ML, Amaral MD, Finnila CR, Hiatt SM, Engel KL, Cochran JN, Brothers KB, East KM, Gray DE, Kelley WV, Lamb NE, Lose EJ, Rich CA, Simmons S, Whittle JS, Weaver BT, Nesmith AS, Myers RM, Barsh GS, Bebin EM, Cooper GM, Cooper GM","BOWLING_2017"
28714951,"2017","Rates, distribution and implications of postzygotic mosaic mutations in autism spectrum disorder.","Nat Neurosci","Lim ET, Uddin M, De Rubeis S, Chan Y, Kamumbu AS, Zhang X, D'Gama AM, Kim SN, Hill RS, Goldberg AP, Poultney C, Minshew NJ, Kushima I, Aleksic B, Ozaki N, Parellada M, Arango C, Penzol MJ, Carracedo A, Kolevzon A, Hultman CM, Weiss LA, Fromer M, Chiocchetti AG, Freitag CM, Autism Sequencing Consortium., Church GM, Scherer SW, Buxbaum JD, Walsh CA, Walsh CA","LIM_2017"
28910737,"2017","CHD2 mutations: Only epilepsy? Description of cognitive and behavioral profile in a case with a new mutation.","Seizure","Bernardo P, Galletta D, Iasevoli F, D'Ambrosio L, Troisi S, Gennaro E, Zara F, Striano S, de Bartolomeis A, Coppola A, Coppola A","BERNARDO_2017"
28960266,"2017","Autism spectrum disorder recurrence, resulting of germline mosaicism for a CHD2 gene missense variant.","Clin Genet","Lebrun N, Parent P, Gendras J, Billuart P, Poirier K, Bienvenu T, Bienvenu T","LEBRUN_2017"
28969385,"2017","Mutations of AKT3 are associated with a wide spectrum of developmental disorders including extreme megalencephaly.","Brain","Alcantara D, Timms AE, Gripp K, Baker L, Park K, Collins S, Cheng C, Stewart F, Mehta SG, Saggar A, Sztriha L, Zombor M, Caluseriu O, Mesterman R, Van Allen MI, Jacquinet A, Ygberg S, Bernstein JA, Wenger AM, Guturu H, Bejerano G, Gomez-Ospina N, Lehman A, Alfei E, Pantaleoni C, Conti V, Guerrini R, Moog U, Graham JM Jr, Hevner R, Dobyns WB, O'Driscoll M, Mirzaa GM, Mirzaa GM","ALCANTARA_2017"
29180823,"2018","HUWE1 variants cause dominant X-linked intellectual disability: a clinical study of 21 patients.","Eur J Hum Genet","Moortgat S, Berland S, Aukrust I, Maystadt I, Baker L, Benoit V, Caro-Llopis A, Cooper NS, Debray FG, Faivre L, Gardeitchik T, Haukanes BI, Houge G, Kivuva E, Martinez F, Mehta SG, Nassogne MC, Powell-Hamilton N, Pfundt R, Rosello M, Prescott T, Vasudevan P, van Loon B, Verellen-Dumoulin C, Verloes A, Lippe CV, Wakeling E, Wilkie AOM, Wilson L, Yuen A, Study D, Low KJ, Newbury-Ecob RA, Newbury-Ecob RA","MOORTGAT_2018"
29346770,"2018","Integrative Analyses of De Novo Mutations Provide Deeper Biological Insights into Autism Spectrum Disorder.","Cell Rep","Takata A, Miyake N, Tsurusaki Y, Fukai R, Miyatake S, Koshimizu E, Kushima I, Okada T, Morikawa M, Uno Y, Ishizuka K, Nakamura K, Tsujii M, Yoshikawa T, Toyota T, Okamoto N, Hiraki Y, Hashimoto R, Yasuda Y, Saitoh S, Ohashi K, Sakai Y, Ohga S, Hara T, Kato M, Nakamura K, Ito A, Seiwa C, Shirahata E, Osaka H, Matsumoto A, Takeshita S, Tohyama J, Saikusa T, Matsuishi T, Nakamura T, Tsuboi T, Kato T, Suzuki T, Saitsu H, Nakashima M, Mizuguchi T, Tanaka F, Mori N, Ozaki N, Matsumoto N, Matsumoto N","TAKATA_2018"
29529558,"2018","CHD2-epilepsy: Polygraphic documentation of self-induced seizures due to fixation-off sensitivity.","Seizure","Caputo D, Trivisano M, Vigevano F, Fusco L, Fusco L","CAPUTO_2018"
29740950,"2018","The first reported case of an inherited pathogenic CHD2 variant in a clinically affected mother and daughter.","Am J Med Genet A","Petersen AK, Streff H, Tokita M, Bostwick BL, Bostwick BL","PETERSEN_2018"
30564305,"2018","Inherited and multiple de novo mutations in autism/developmental delay risk genes suggest a multifactorial model.","Mol Autism","Guo H, Wang T, Wu H, Long M, Coe BP, Li H, Xun G, Ou J, Chen B, Duan G, Bai T, Zhao N, Shen Y, Li Y, Wang Y, Zhang Y, Baker C, Liu Y, Pang N, Huang L, Han L, Jia X, Liu C, Ni H, Yang X, Xia L, Chen J, Shen L, Li Y, Zhao R, Zhao W, Peng J, Pan Q, Long Z, Su W, Tan J, Du X, Ke X, Yao M, Hu Z, Zou X, Zhao J, Bernier RA, Eichler EE, Xia K, Xia K","GUO_2018"
30797980,"2020","Exome sequencing reveals a novel splice site variant in HUWE1 gene in patients with suspected Say-Meyer syndrome.","Eur J Med Genet","Muthusamy B, Nguyen TT, Bandari AK, Basheer S, Selvan LDN, Chandel D, Manoj J, Gayen S, Seshagiri S, Chandra Girimaji S, Pandey A, Pandey A","MUTHUSAMY_2020"
30945278,"2019","The combination of whole-exome sequencing and copy number variation sequencing enables the diagnosis of rare neurological disorders.","Clin Genet","Jiao Q, Sun H, Zhang H, Wang R, Li S, Sun D, Yang XA, Jin Y, Jin Y","JIAO_2019"
31031587,"2019","Neurological Diseases With Autism Spectrum Disorder: Role of ASD Risk Genes.","Front Neurosci","Xiong J, Chen S, Pang N, Deng X, Yang L, He F, Wu L, Chen C, Yin F, Peng J, Peng J","XIONG_2019"
31079900,"2019","HNRNPR Variants that Impair Homeobox Gene Expression Drive Developmental Disorders in Humans.","Am J Hum Genet","Duijkers FA, McDonald A, Janssens GE, Lezzerini M, Jongejan A, van Koningsbruggen S, Leeuwenburgh-Pronk WG, Wlodarski MW, Moutton S, Tran-Mau-Them F, Thauvin-Robinet C, Faivre L, Monaghan KG, Smol T, Boute-Benejean O, Ladda RL, Sell SL, Bruel AL, Houtkooper RH, MacInnes AW, MacInnes AW","DUIJKERS_2019"
31130284,"2019","Lessons Learned from Large-Scale, First-Tier Clinical Exome Sequencing in a Highly Consanguineous Population.","Am J Hum Genet","Monies D, Abouelhoda M, Assoum M, Moghrabi N, Rafiullah R, Almontashiri N, Alowain M, Alzaidan H, Alsayed M, Subhani S, Cupler E, Faden M, Alhashem A, Qari A, Chedrawi A, Aldhalaan H, Kurdi W, Khan S, Rahbeeni Z, Alotaibi M, Goljan E, Elbardisy H, ElKalioby M, Shah Z, Alruwaili H, Jaafar A, Albar R, Akilan A, Tayeb H, Tahir A, Fawzy M, Nasr M, Makki S, Alfaifi A, Akleh H, Yamani S, Bubshait D, Mahnashi M, Basha T, Alsagheir A, Abu Khaled M, Alsaleem K, Almugbel M, Badawi M, Bashiri F, Bohlega S, Sulaiman R, Tous E, Ahmed S, Algoufi T, Al-Mousa H, Alaki E, Alhumaidi S, Alghamdi H, Alghamdi M, Sahly A, Nahrir S, Al-Ahmari A, Alkuraya H, Almehaidib A, Abanemai M, Alsohaibaini F, Alsaud B, Arnaout R, Abdel-Salam GMH, Aldhekri H, AlKhater S, Alqadi K, Alsabban E, Alshareef T, Awartani K, Banjar H, Alsahan N, Abosoudah I, Alashwal A, Aldekhail W, Alhajjar S, Al-Mayouf S, Alsemari A, Alshuaibi W, Altala S, Altalhi A, Baz S, Hamad M, Abalkhail T, Alenazi B, Alkaff A, Almohareb F, Al Mutairi F, Alsaleh M, Alsonbul A, Alzelaye S, Bahzad S, Manee AB, Jarrad O, Meriki N, Albeirouti B, Alqasmi A, AlBalwi M, Makhseed N, Hassan S, Salih I, Salih MA, Shaheen M, Sermin S, Shahrukh S, Hashmi S, Shawli A, Tajuddin A, Tamim A, Alnahari A, Ghemlas I, Hussein M, Wali S, Murad H, Meyer BF, Alkuraya FS, Alkuraya FS","MONIES_2019"
31170314,"2019","Exome sequencing findings in 27 patients with myoclonic-atonic epilepsy: Is there a major genetic factor?","Clin Genet","Routier L, Verny F, Barcia G, Chemaly N, Desguerre I, Colleaux L, Nabbout R, Nabbout R","ROUTIER_2019"
31171384,"2019","Genomic backgrounds of Japanese patients with undiagnosed neurodevelopmental disorders.","Brain Dev","Yamamoto T, Imaizumi T, Yamamoto-Shimojima K, Lu Y, Yanagishita T, Shimada S, Chong PF, Kira R, Ueda R, Ishiyama A, Takeshita E, Momosaki K, Ozasa S, Akiyama T, Kobayashi K, Oomatsu H, Kitahara H, Yamaguchi T, Imai K, Kurahashi H, Okumura A, Oguni H, Seto T, Okamoto N, Okamoto N","YAMAMOTO_2019"
31231135,"2019","Increased diagnostic and new genes identification outcome using research reanalysis of singleton exome sequencing.","Eur J Hum Genet","Bruel AL, Nambot S, Quéré V, Vitobello A, Thevenon J, Assoum M, Moutton S, Houcinat N, Lehalle D, Jean-Marçais N, Orphanomix Physician’s Group., Chevarin M, Jouan T, Poë C, Callier P, Tisserand E, Philippe C, Them FTM, Duffourd Y, Faivre L, Thauvin-Robinet C, Thauvin-Robinet C","BRUEL_2019"
31273778,"2019","Clinical utility of multigene panel testing in adults with epilepsy and intellectual disability.","Epilepsia","Borlot F, de Almeida BI, Combe SL, Andrade DM, Filloux FM, Myers KA, Myers KA","BORLOT_2019"
31398340,"2019","Inherited and De Novo Genetic Risk for Autism Impacts Shared Networks.","Cell","Ruzzo EK, Pérez-Cano L, Jung JY, Wang LK, Kashef-Haghighi D, Hartl C, Singh C, Xu J, Hoekstra JN, Leventhal O, Leppä VM, Gandal MJ, Paskov K, Stockham N, Polioudakis D, Lowe JK, Prober DA, Geschwind DH, Wall DP, Wall DP","RUZZO_2019"
31406558,"2019","Impact of on-site clinical genetics consultations on diagnostic rate in children and young adults with autism spectrum disorder.","Mol Autism","Munnich A, Demily C, Frugère L, Duwime C, Malan V, Barcia G, Vidal C, Throo E, Besmond C, Hubert L, Roland-Manuel G, Malen JP, Ferreri M, Hanein S, Thalabard JC, Boddaert N, Assouline M, Assouline M","MUNNICH_2019"
31452935,"2019","Exome sequencing of 457 autism families recruited online provides evidence for autism risk genes.","NPJ Genom Med","Feliciano P, Zhou X, Astrovskaya I, Turner TN, Wang T, Brueggeman L, Barnard R, Hsieh A, Snyder LG, Muzny DM, Sabo A, SPARK Consortium., Gibbs RA, Eichler EE, O'Roak BJ, Michaelson JJ, Volfovsky N, Shen Y, Chung WK, Chung WK","FELICIANO_2019"
31471318,"2019","SIAH1 ubiquitin ligase mediates ubiquitination and degradation of Akt3 in neural development.","J Biol Chem","Ko HR, Jin EJ, Lee SB, Kim CK, Yun T, Cho SW, Park KW, Ahn JY, Ahn JY","KO_2019"
31674007,"2020","Phenotype-to-genotype approach reveals head-circumference-associated genes in an autism spectrum disorder cohort.","Clin Genet","Wu H, Li H, Bai T, Han L, Ou J, Xun G, Zhang Y, Wang Y, Duan G, Zhao N, Chen B, Du X, Yao M, Zou X, Zhao J, Hu Z, Eichler EE, Guo H, Xia K, Xia K","WU_2020"
31677157,"2020","CHD2-related epilepsy: novel mutations and new phenotypes.","Dev Med Child Neurol","Chen J, Zhang J, Liu A, Zhang L, Li H, Zeng Q, Yang Z, Yang X, Wu X, Zhang Y, Zhang Y","CHEN_2020"
31771860,"2020","De Novo Damaging DNA Coding Mutations Are Associated With Obsessive-Compulsive Disorder and Overlap With Tourette's Disorder and Autism.","Biol Psychiatry","Cappi C, Oliphant ME, Péter Z, Zai G, Conceição do Rosário M, Sullivan CAW, Gupta AR, Hoffman EJ, Virdee M, Olfson E, Abdallah SB, Willsey AJ, Shavitt RG, Miguel EC, Kennedy JL, Richter MA, Fernandez TV, Fernandez TV","CAPPI_2020"
31906484,"2020","Targeted Next-Generation Sequencing in Patients with Suggestive X-Linked Intellectual Disability.","Genes (Basel)","Ibarluzea N, Hoz AB, Villate O, Llano I, Ocio I, Martí I, Guitart M, Gabau E, Andrade F, Gener B, Tejada MI, Tejada MI","IBARLUZEA_2020"
31914951,"2020","Chromatin remodeling dysfunction extends the etiological spectrum of schizophrenia: a case report.","BMC Med Genet","Poisson A, Chatron N, Labalme A, Fourneret P, Ville D, Mathieu ML, Sanlaville D, Demily C, Lesca G, Lesca G","POISSON_2020"
31981491,"2020","Large-Scale Exome Sequencing Study Implicates Both Developmental and Functional Changes in the Neurobiology of Autism.","Cell","Satterstrom FK, Kosmicki JA, Wang J, Breen MS, De Rubeis S, An JY, Peng M, Collins R, Grove J, Klei L, Stevens C, Reichert J, Mulhern MS, Artomov M, Gerges S, Sheppard B, Xu X, Bhaduri A, Norman U, Brand H, Schwartz G, Nguyen R, Guerrero EE, Dias C, Autism Sequencing Consortium., iPSYCH-Broad Consortium., Betancur C, Cook EH, Gallagher L, Gill M, Sutcliffe JS, Thurm A, Zwick ME, Børglum AD, State MW, Cicek AE, Talkowski ME, Cutler DJ, Devlin B, Sanders SJ, Roeder K, Daly MJ, Buxbaum JD, Buxbaum JD","SATTERSTROM_2020"
32094338,"2020","Rare genetic susceptibility variants assessment in autism spectrum disorder: detection rate and practical use.","Transl Psychiatry","Husson T, Lecoquierre F, Cassinari K, Charbonnier C, Quenez O, Goldenberg A, Guerrot AM, Richard AC, Drouin-Garraud V, Brehin AC, Soleimani M, Taton R, Rotharmel M, Rosier A, Chambon P, Le Meur N, Joly-Helas G, Saugier-Veber P, Boland A, Deleuze JF, Olaso R, Frebourg T, Nicolas G, Guillin O, Campion D, Campion D","HUSSON_2020"
32477112,"2020","Next-Generation Sequencing in Korean Children With Autism Spectrum Disorder and Comorbid Epilepsy.","Front Pharmacol","Lee J, Ha S, Lee ST, Park SG, Shin S, Choi JR, Cheon KA, Cheon KA","LEE_2020"
32530565,"2020","A recurrent PJA1 variant in trigonocephaly and neurodevelopmental disorders.","Ann Clin Transl Neurol","Suzuki T, Suzuki T, Raveau M, Miyake N, Sudo G, Tsurusaki Y, Watanabe T, Sugaya Y, Tatsukawa T, Mazaki E, Shimohata A, Kushima I, Aleksic B, Shiino T, Toyota T, Iwayama Y, Nakaoka K, Ohmori I, Sasaki A, Watanabe K, Hirose S, Kaneko S, Inoue Y, Yoshikawa T, Ozaki N, Kano M, Shimoji T, Matsumoto N, Yamakawa K, Yamakawa K","SUZUKI_2020"
32593896,"2020","Genotype-phenotype correlates of infantile-onset developmental &amp; epileptic encephalopathy syndromes in South India: A single centre experience.","Epilepsy Res","Mitta N, Menon RN, McTague A, Radhakrishnan A, Sundaram S, Cherian A, Madhavilatha GK, Mannan AU, Nampoothiri S, Thomas SV, Thomas SV","MITTA_2020"
33004838,"2020","Large-scale targeted sequencing identifies risk genes for neurodevelopmental disorders.","Nat Commun","Wang T, Hoekzema K, Vecchio D, Wu H, Sulovari A, Coe BP, Gillentine MA, Wilfert AB, Perez-Jurado LA, Kvarnung M, Sleyp Y, Earl RK, Rosenfeld JA, Geisheker MR, Han L, Du B, Barnett C, Thompson E, Shaw M, Carroll R, Friend K, Catford R, Palmer EE, Zou X, Ou J, Li H, Guo H, Gerdts J, Avola E, Calabrese G, Elia M, Greco D, Lindstrand A, Nordgren A, Anderlid BM, Vandeweyer G, Van Dijck A, Van der Aa N, McKenna B, Hancarova M, Bendova S, Havlovicova M, Malerba G, Bernardina BD, Muglia P, van Haeringen A, Hoffer MJV, Franke B, Cappuccio G, Delatycki M, Lockhart PJ, Manning MA, Liu P, Scheffer IE, Brunetti-Pierri N, Rommelse N, Amaral DG, Santen GWE, Trabetti E, Sedláček Z, Michaelson JJ, Pierce K, Courchesne E, Kooy RF, SPARK Consortium., Nordenskjöld M, Romano C, Peeters H, Bernier RA, Gecz J, Xia K, Eichler EE, Eichler EE","WANG_2020"
33619735,"2021","De novo variants in neurodevelopmental disorders-experiences from a tertiary care center.","Clin Genet","Brunet T, Jech R, Brugger M, Kovacs R, Alhaddad B, Leszinski G, Riedhammer KM, Westphal DS, Mahle I, Mayerhanser K, Skorvanek M, Weber S, Graf E, Berutti R, Necpál J, Havránková P, Pavelekova P, Hempel M, Kotzaeridou U, Hoffmann GF, Leiz S, Makowski C, Roser T, Schroeder SA, Steinfeld R, Strobl-Wildemann G, Hoefele J, Borggraefe I, Distelmaier F, Strom TM, Winkelmann J, Meitinger T, Zech M, Wagner M, Wagner M","BRUNET_2021"
33874999,"2021","Rare deleterious mutations of HNRNP genes result in shared neurodevelopmental disorders.","Genome Med","Gillentine MA, Wang T, Hoekzema K, Rosenfeld J, Liu P, Guo H, Kim CN, De Vries BBA, Vissers LELM, Nordenskjold M, Kvarnung M, Lindstrand A, Nordgren A, Gecz J, Iascone M, Cereda A, Scatigno A, Maitz S, Zanni G, Bertini E, Zweier C, Schuhmann S, Wiesener A, Pepper M, Panjwani H, Torti E, Abid F, Anselm I, Srivastava S, Atwal P, Bacino CA, Bhat G, Cobian K, Bird LM, Friedman J, Wright MS, Callewaert B, Petit F, Mathieu S, Afenjar A, Christensen CK, White KM, Elpeleg O, Berger I, Espineli EJ, Fagerberg C, Brasch-Andersen C, Hansen LK, Feyma T, Hughes S, Thiffault I, Sullivan B, Yan S, Keller K, Keren B, Mignot C, Kooy F, Meuwissen M, Basinger A, Kukolich M, Philips M, Ortega L, Drummond-Borg M, Lauridsen M, Sorensen K, Lehman A, CAUSES Study., Lopez-Rangel E, Levy P, Lessel D, Lotze T, Madan-Khetarpal S, Sebastian J, Vento J, Vats D, Benman LM, Mckee S, Mirzaa GM, Muss C, Pappas J, Peeters H, Romano C, Elia M, Galesi O, Simon MEH, van Gassen KLI, Simpson K, Stratton R, Syed S, Thevenon J, Palafoll IV, Vitobello A, Bournez M, Faivre L, Xia K, SPARK Consortium., Earl RK, Nowakowski T, Bernier RA, Eichler EE, Eichler EE","GILLENTINE_2021"
34145886,"2021","Genome sequencing of 320 Chinese children with epilepsy: a clinical and molecular study.","Brain","Zou D, Wang L, Liao J, Xiao H, Duan J, Zhang T, Li J, Yin Z, Zhou J, Yan H, Huang Y, Zhan N, Yang Y, Ye J, Chen F, Zhu S, Wen F, Guo J, Guo J","ZOU_2021"
34170046,"2022","Clinical and molecular data in cases of prenatal localized overgrowth disorder: major implication of genetic variants in PI3K-AKT-mTOR signaling pathway.","Ultrasound Obstet Gynecol","Bourgon N, Carmignac V, Sorlin A, Duffourd Y, Philippe C, Thauvin-Robinet C, Guibaud L, Faivre L, Vabres P, Kuentz P, Collaborators., Kuentz P","BOURGON_2022"
34363551,"2021","Next-generation gene panel testing in adolescents and adults in a medical neuropsychiatric genetics clinic.","Neurogenetics","Trakadis Y, Accogli A, Qi B, Bloom D, Joober R, Levy E, Tabbane K, Tabbane K","TRAKADIS_2021"
34615535,"2021","Prevalence and phenotypic impact of rare potentially damaging variants in autism spectrum disorder.","Mol Autism","Mahjani B, De Rubeis S, Gustavsson Mahjani C, Mulhern M, Xu X, Klei L, Satterstrom FK, Fu J, Talkowski ME, Reichenberg A, Sandin S, Hultman CM, Grice DE, Roeder K, Devlin B, Buxbaum JD, Buxbaum JD","MAHJANI_2021"
34713950,"2022","Expanding the genetic and phenotypic spectrum of CHD2-related disease: From early neurodevelopmental disorders to adult-onset epilepsy.","Am J Med Genet A","De Maria B, Balestrini S, Mei D, Melani F, Pellacani S, Pisano T, Rosati A, Scaturro GM, Giordano L, Cantalupo G, Fontana E, Zammarchi C, Said E, Leuzzi V, Mastrangelo M, Galosi S, Parrini E, Guerrini R, Guerrini R","DE_MARIA_2022"
34968013,"2022","Rare variants in the outcome of social skills group training for autism.","Autism Res","Li D, Choque Olsson N, Becker M, Arora A, Jiao H, Norgren N, Jonsson U, Bölte S, Tammimies K, Tammimies K","LI_2022"
35322241,"2022","Trio-based exome sequencing reveals a high rate of the de novo variants in intellectual disability.","Eur J Hum Genet","Brea-Fernández AJ, Álvarez-Barona M, Amigo J, Tubío-Fungueiriño M, Caamaño P, Fernández-Prieto M, Barros F, De Rubeis S, Buxbaum J, Carracedo Á, Carracedo Á","BREA-FERNÁNDEZ_2022"
35386198,"2022","Clinical Study of 8 Cases of <i>CHD2</i> Gene Mutation-Related Neurological Diseases and Their Mechanisms.","Front Cell Dev Biol","Luo X, Sun X, Wang Y, Lin L, Yuan F, Wang S, Zhang W, Ji X, Liu M, Wu S, Lan X, Zhang J, Yan J, Zeng F, Chen Y, Chen Y","LUO_2022"
35627293,"2022","Novel Loss-of-Function Variants in <i>CHD2</i> Cause Childhood-Onset Epileptic Encephalopathy in Chinese Patients.","Genes (Basel)","Wang X, Cui D, Ding C, Chen C, Wang X, Fang F, Jin H, Ren X, Ren X","WANG_2022"
14593429,"2003","Screening of nine candidate genes for autism on chromosome 2q reveals rare nonsynonymous variants in the cAMP-GEFII gene.","Mol Psychiatry","Bacchelli E, Blasi F, Biondolillo M, Lamb JA, Bonora E, Barnby G, Parr J, Beyer KS, Klauck SM, Poustka A, Bailey AJ, Monaco AP, Maestrini E, International Molecular Genetic Study of Autism Consortium (IMGSAC)., Maestrini E","BACCHELLI_2003"
16199547,"2005","Splicing in action: assessing disease causing sequence changes.","J Med Genet","Baralle D, Baralle M, Baralle M","BARALLE_2005"
16613899,"2006","A heterozygous activating mutation in the sulphonylurea receptor SUR1 (ABCC8) causes neonatal diabetes.","Hum Mol Genet","Proks P, Arnold AL, Bruining J, Girard C, Flanagan SE, Larkin B, Colclough K, Hattersley AT, Ashcroft FM, Ellard S, Ellard S","PROKS_2006"
18342287,"2008","SLC9A6 mutations cause X-linked mental retardation, microcephaly, epilepsy, and ataxia, a phenotype mimicking Angelman syndrome.","Am J Hum Genet","Gilfillan GD, Selmer KK, Roxrud I, Smith R, Kyllerman M, Eiklid K, Kroken M, Mattingsdal M, Egeland T, Stenmark H, Sjøholm H, Server A, Samuelsson L, Christianson A, Tarpey P, Whibley A, Stratton MR, Futreal PA, Teague J, Edkins S, Gecz J, Turner G, Raymond FL, Schwartz C, Stevenson RE, Undlien DE, Strømme P, Strømme P","GILFILLAN_2008"
18414213,"2008","ACMG recommendations for standards for interpretation and reporting of sequence variations: Revisions 2007.","Genet Med","Richards CS, Bale S, Bellissimo DB, Das S, Grody WW, Hegde MR, Lyon E, Ward BE, Molecular Subcommittee of the ACMG Laboratory Quality Assurance Committee., Ward BE","RICHARDS_2008"
